date_game,opp_name,game_result,pts,opp_pts,wins,losses,game_streak
"Wed, Oct 18, 2017",San Antonio Spurs,L,99,107,0,1,L 1
"Fri, Oct 20, 2017",Utah Jazz,W,100,97,1,1,W 1
"Sun, Oct 22, 2017",Oklahoma City Thunder,W,115,113,2,1,W 2
"Tue, Oct 24, 2017",Indiana Pacers,L,107,130,2,2,L 1
"Wed, Oct 25, 2017",Detroit Pistons,L,101,122,2,3,L 2
"Fri, Oct 27, 2017",Oklahoma City Thunder,W,119,116,3,3,W 1
"Mon, Oct 30, 2017",Miami Heat,W,125,122,4,3,W 2
"Wed, Nov 1, 2017",New Orleans Pelicans,W,104,98,5,3,W 3
"Sat, Nov 4, 2017",Dallas Mavericks,W,112,99,6,3,W 4
"Sun, Nov 5, 2017",Charlotte Hornets,W,112,94,7,3,W 5
"Wed, Nov 8, 2017",Golden State Warriors,L,101,125,7,4,L 1
"Sat, Nov 11, 2017",Phoenix Suns,L,110,118,7,5,L 2
"Mon, Nov 13, 2017",Utah Jazz,W,109,98,8,5,W 1
"Wed, Nov 15, 2017",San Antonio Spurs,W,98,86,9,5,W 2
"Fri, Nov 17, 2017",Dallas Mavericks,W,111,87,10,5,W 3
"Sun, Nov 19, 2017",Detroit Pistons,L,97,100,10,6,L 1
"Mon, Nov 20, 2017",Charlotte Hornets,L,102,118,10,7,L 2
"Wed, Nov 22, 2017",Orlando Magic,W,124,118,11,7,W 1
"Fri, Nov 24, 2017",Miami Heat,L,97,109,11,8,L 1
"Sun, Nov 26, 2017",Phoenix Suns,W,119,108,12,8,W 1
"Tue, Nov 28, 2017",Washington Wizards,L,89,92,12,9,L 1
"Wed, Nov 29, 2017",New Orleans Pelicans,W,120,102,13,9,W 1
"Fri, Dec 1, 2017",Oklahoma City Thunder,L,107,111,13,10,L 1
"Sun, Dec 3, 2017",Los Angeles Clippers,W,112,106,14,10,W 1
"Mon, Dec 4, 2017",Memphis Grizzlies,L,92,95,14,11,L 1
"Wed, Dec 6, 2017",Los Angeles Clippers,W,113,107,15,11,W 1
"Sun, Dec 10, 2017",Dallas Mavericks,W,97,92,16,11,W 2
"Tue, Dec 12, 2017",Philadelphia 76ers,L,112,118,16,12,L 1
"Thu, Dec 14, 2017",Sacramento Kings,W,119,96,17,12,W 1
"Sat, Dec 16, 2017",Phoenix Suns,L,106,108,17,13,L 1
"Mon, Dec 18, 2017",Portland Trail Blazers,W,108,107,18,13,W 1
"Wed, Dec 20, 2017",Denver Nuggets,W,112,104,19,13,W 2
"Sat, Dec 23, 2017",Phoenix Suns,W,115,106,20,13,W 3
"Mon, Dec 25, 2017",Los Angeles Lakers,W,121,104,21,13,W 4
"Wed, Dec 27, 2017",Denver Nuggets,W,128,125,22,13,W 5
"Thu, Dec 28, 2017",Milwaukee Bucks,L,96,102,22,14,L 1
"Sun, Dec 31, 2017",Indiana Pacers,W,107,90,23,14,W 1
"Mon, Jan 1, 2018",Los Angeles Lakers,W,114,96,24,14,W 2
"Wed, Jan 3, 2018",Brooklyn Nets,L,97,98,24,15,L 1
"Fri, Jan 5, 2018",Boston Celtics,L,84,91,24,16,L 2
"Sat, Jan 6, 2018",New Orleans Pelicans,W,116,98,25,16,W 1
"Mon, Jan 8, 2018",Cleveland Cavaliers,W,127,99,26,16,W 2
"Wed, Jan 10, 2018",Oklahoma City Thunder,W,104,88,27,16,W 3
"Fri, Jan 12, 2018",New York Knicks,W,118,108,28,16,W 4
"Sun, Jan 14, 2018",Portland Trail Blazers,W,120,103,29,16,W 5
"Tue, Jan 16, 2018",Orlando Magic,L,102,108,29,17,L 1
"Thu, Jan 18, 2018",Houston Rockets,L,98,116,29,18,L 2
"Sat, Jan 20, 2018",Toronto Raptors,W,115,109,30,18,W 1
"Mon, Jan 22, 2018",Los Angeles Clippers,W,126,118,31,18,W 2
"Wed, Jan 24, 2018",Portland Trail Blazers,L,114,123,31,19,L 1
"Thu, Jan 25, 2018",Golden State Warriors,L,113,126,31,20,L 2
"Sat, Jan 27, 2018",Brooklyn Nets,W,111,97,32,20,W 1
"Mon, Jan 29, 2018",Atlanta Hawks,L,100,105,32,21,L 1
"Tue, Jan 30, 2018",Toronto Raptors,L,104,109,32,22,L 2
"Thu, Feb 1, 2018",Milwaukee Bucks,W,108,89,33,22,W 1
"Sat, Feb 3, 2018",New Orleans Pelicans,W,118,107,34,22,W 2
"Wed, Feb 7, 2018",Cleveland Cavaliers,L,138,140,34,23,L 1
"Fri, Feb 9, 2018",Chicago Bulls,L,113,114,34,24,L 2
"Sun, Feb 11, 2018",Sacramento Kings,W,111,106,35,24,W 1
"Tue, Feb 13, 2018",Houston Rockets,L,108,126,35,25,L 1
"Thu, Feb 15, 2018",Los Angeles Lakers,W,119,111,36,25,W 1
"Fri, Feb 23, 2018",Houston Rockets,L,102,120,36,26,L 1
"Sat, Feb 24, 2018",Chicago Bulls,W,122,104,37,26,W 1
"Mon, Feb 26, 2018",Sacramento Kings,W,118,100,38,26,W 2
"Thu, Mar 1, 2018",Portland Trail Blazers,L,99,108,38,27,L 1
"Fri, Mar 2, 2018",Utah Jazz,L,108,116,38,28,L 2
"Thu, Mar 8, 2018",Boston Celtics,L,109,117,38,29,L 3
"Sun, Mar 11, 2018",Golden State Warriors,W,109,103,39,29,W 1
"Tue, Mar 13, 2018",Washington Wizards,W,116,111,40,29,W 2
"Sat, Mar 17, 2018",San Antonio Spurs,L,101,117,40,30,L 1
"Sun, Mar 18, 2018",Houston Rockets,L,120,129,40,31,L 2
"Tue, Mar 20, 2018",Los Angeles Clippers,W,123,109,41,31,W 1
"Fri, Mar 23, 2018",New York Knicks,W,108,104,42,31,W 2
"Sat, Mar 24, 2018",Philadelphia 76ers,L,108,120,42,32,L 1
"Mon, Mar 26, 2018",Memphis Grizzlies,L,93,101,42,33,L 2
"Wed, Mar 28, 2018",Atlanta Hawks,W,126,114,43,33,W 1
"Fri, Mar 30, 2018",Dallas Mavericks,W,93,92,44,33,W 2
"Sun, Apr 1, 2018",Utah Jazz,L,97,121,44,34,L 1
"Thu, Apr 5, 2018",Denver Nuggets,L,96,100,44,35,L 2
"Fri, Apr 6, 2018",Los Angeles Lakers,W,113,96,45,35,W 1
"Mon, Apr 9, 2018",Memphis Grizzlies,W,113,94,46,35,W 2
"Wed, Apr 11, 2018",Denver Nuggets,W,112,106,47,35,W 3
"Sun, Apr 15, 2018",Houston Rockets,L,101,104,0,1,L 1
"Wed, Apr 18, 2018",Houston Rockets,L,82,102,0,2,L 2
"Sat, Apr 21, 2018",Houston Rockets,W,121,105,1,2,W 1
"Mon, Apr 23, 2018",Houston Rockets,L,100,119,1,3,L 1
"Wed, Apr 25, 2018",Houston Rockets,L,104,122,1,4,L 2
