date_game,opp_name,game_result,pts,opp_pts,wins,losses,game_streak
"Wed, Oct 29, 2014",Charlotte Hornets,L,106,108,0,1,L 1
"Fri, Oct 31, 2014",Philadelphia 76ers,W,93,81,1,1,W 1
"Sat, Nov 1, 2014",Washington Wizards,L,97,108,1,2,L 1
"Tue, Nov 4, 2014",Indiana Pacers,W,87,81,2,2,W 1
"Wed, Nov 5, 2014",Chicago Bulls,L,86,95,2,3,L 1
"Fri, Nov 7, 2014",Detroit Pistons,L,95,98,2,4,L 2
"Sat, Nov 8, 2014",Memphis Grizzlies,W,93,92,3,4,W 1
"Tue, Nov 11, 2014",Oklahoma City Thunder,W,85,78,4,4,W 2
"Fri, Nov 14, 2014",Orlando Magic,L,85,101,4,5,L 1
"Sun, Nov 16, 2014",Miami Heat,W,91,84,5,5,W 1
"Tue, Nov 18, 2014",New York Knicks,W,117,113,6,5,W 2
"Wed, Nov 19, 2014",Brooklyn Nets,W,122,118,7,5,W 3
"Fri, Nov 21, 2014",Toronto Raptors,L,82,124,7,6,L 1
"Sat, Nov 22, 2014",Washington Wizards,L,100,111,7,7,L 2
"Tue, Nov 25, 2014",Detroit Pistons,W,98,86,8,7,W 1
"Wed, Nov 26, 2014",Minnesota Timberwolves,W,103,86,9,7,W 2
"Fri, Nov 28, 2014",Detroit Pistons,W,104,88,10,7,W 3
"Sat, Nov 29, 2014",Houston Rockets,L,103,117,10,8,L 1
"Tue, Dec 2, 2014",Cleveland Cavaliers,L,108,111,10,9,L 2
"Wed, Dec 3, 2014",Dallas Mavericks,L,105,107,10,10,L 3
"Fri, Dec 5, 2014",Miami Heat,W,109,85,11,10,W 1
"Sun, Dec 7, 2014",Dallas Mavericks,L,102,125,11,11,L 1
"Tue, Dec 9, 2014",Oklahoma City Thunder,L,101,114,11,12,L 2
"Sat, Dec 13, 2014",Los Angeles Clippers,W,111,106,12,12,W 1
"Mon, Dec 15, 2014",Phoenix Suns,W,96,94,13,12,W 2
"Wed, Dec 17, 2014",Portland Trail Blazers,L,97,104,13,13,L 1
"Thu, Dec 18, 2014",Sacramento Kings,W,108,107,14,13,W 1
"Sat, Dec 20, 2014",Los Angeles Clippers,L,102,106,14,14,L 1
"Tue, Dec 23, 2014",Charlotte Hornets,L,101,108,14,15,L 2
"Fri, Dec 26, 2014",Atlanta Hawks,W,107,77,15,15,W 1
"Sat, Dec 27, 2014",Atlanta Hawks,L,85,90,15,16,L 1
"Mon, Dec 29, 2014",Charlotte Hornets,W,104,94,16,16,W 1
"Wed, Dec 31, 2014",Cleveland Cavaliers,W,96,80,17,16,W 2
"Fri, Jan 2, 2015",Indiana Pacers,L,91,94,17,17,L 1
"Sun, Jan 4, 2015",New York Knicks,W,95,82,18,17,W 1
"Tue, Jan 6, 2015",Phoenix Suns,L,96,102,18,18,L 1
"Wed, Jan 7, 2015",Philadelphia 76ers,W,97,77,19,18,W 1
"Fri, Jan 9, 2015",Minnesota Timberwolves,W,98,84,20,18,W 2
"Sat, Jan 10, 2015",Chicago Bulls,L,87,95,20,19,L 1
"Thu, Jan 15, 2015",New York Knicks,W,95,79,21,19,W 1
"Mon, Jan 19, 2015",Toronto Raptors,L,89,92,21,20,L 1
"Thu, Jan 22, 2015",Utah Jazz,L,99,101,21,21,L 2
"Sat, Jan 24, 2015",Detroit Pistons,W,101,86,22,21,W 1
"Sun, Jan 25, 2015",San Antonio Spurs,L,95,101,22,22,L 1
"Tue, Jan 27, 2015",Miami Heat,W,109,102,23,22,W 1
"Thu, Jan 29, 2015",Orlando Magic,W,115,100,24,22,W 2
"Sat, Jan 31, 2015",Portland Trail Blazers,W,95,88,25,22,W 3
"Mon, Feb 2, 2015",Toronto Raptors,W,82,75,26,22,W 4
"Wed, Feb 4, 2015",Los Angeles Lakers,W,113,105,27,22,W 5
"Fri, Feb 6, 2015",Houston Rockets,L,111,117,27,23,L 1
"Sat, Feb 7, 2015",Boston Celtics,W,96,93,28,23,W 1
"Mon, Feb 9, 2015",Brooklyn Nets,W,103,97,29,23,W 2
"Wed, Feb 11, 2015",Sacramento Kings,W,111,103,30,23,W 3
"Fri, Feb 20, 2015",Denver Nuggets,W,89,81,31,23,W 4
"Sun, Feb 22, 2015",Atlanta Hawks,L,86,97,31,24,L 1
"Mon, Feb 23, 2015",Chicago Bulls,L,71,87,31,25,L 2
"Wed, Feb 25, 2015",Philadelphia 76ers,W,104,88,32,25,W 1
"Fri, Feb 27, 2015",Los Angeles Lakers,L,93,101,32,26,L 1
"Sat, Feb 28, 2015",Utah Jazz,L,75,82,32,27,L 2
"Tue, Mar 3, 2015",Denver Nuggets,L,95,106,32,28,L 3
"Wed, Mar 4, 2015",Golden State Warriors,L,93,102,32,29,L 4
"Sat, Mar 7, 2015",Washington Wizards,W,91,85,33,29,W 1
"Mon, Mar 9, 2015",New Orleans Pelicans,L,103,114,33,30,L 1
"Wed, Mar 11, 2015",Orlando Magic,W,97,91,34,30,W 1
"Thu, Mar 12, 2015",Indiana Pacers,L,103,109,34,31,L 1
"Sat, Mar 14, 2015",Memphis Grizzlies,L,83,96,34,32,L 2
"Tue, Mar 17, 2015",New Orleans Pelicans,L,84,85,34,33,L 3
"Wed, Mar 18, 2015",San Antonio Spurs,L,103,114,34,34,L 4
"Fri, Mar 20, 2015",Brooklyn Nets,L,127,129,34,35,L 5
"Sun, Mar 22, 2015",Cleveland Cavaliers,L,90,108,34,36,L 6
"Tue, Mar 24, 2015",Miami Heat,W,89,88,35,36,W 1
"Thu, Mar 26, 2015",Indiana Pacers,W,111,107,36,36,W 2
"Sat, Mar 28, 2015",Golden State Warriors,L,95,108,36,37,L 1
"Mon, Mar 30, 2015",Atlanta Hawks,L,88,101,36,38,L 2
"Wed, Apr 1, 2015",Chicago Bulls,W,95,91,37,38,W 1
"Fri, Apr 3, 2015",Boston Celtics,W,110,101,38,38,W 2
"Sat, Apr 4, 2015",Orlando Magic,L,90,97,38,39,L 1
"Wed, Apr 8, 2015",Cleveland Cavaliers,L,99,104,38,40,L 2
"Fri, Apr 10, 2015",New York Knicks,W,99,91,39,40,W 1
"Sun, Apr 12, 2015",Brooklyn Nets,W,96,73,40,40,W 2
"Mon, Apr 13, 2015",Philadelphia 76ers,W,107,97,41,40,W 3
"Wed, Apr 15, 2015",Boston Celtics,L,100,105,41,41,L 1
"Sat, Apr 18, 2015",Chicago Bulls,L,91,103,0,1,L 1
"Mon, Apr 20, 2015",Chicago Bulls,L,82,91,0,2,L 2
